Категория;Товар;Цена;"ID валюты";Адрес;Видим;Рекомендуемый;Бренд;Вариант;"Старая цена";Артикул;Склад;"Заголовок страницы";"Ключевые слова";"Описание страницы";Аннотация;Описание;Изображения;Возраст;Материал;Камера;Габарит
"Пять уровней вложенности/Второй уровень вложенности/Третий уровень вложенности/Четвёртый уровень вложенности/Пятый уровень вложенности";"Напольные весы Beurer GS21 Mauritius";141.05;2;napolnye-vesy-beurer-gs21-mauritius;1;0;;;;1469296276;10;"Напольные весы Beurer GS21 Mauritius";;;"<p>Напольные весы со стеклянной платформой с оригинальным дизайном MaterialLine (покрытие из ламината).</p>";"<p>Напольные весы со стеклянной платформой с оригинальным дизайном MaterialLine (покрытие из ламината). Максимальная нагрузка 180 кг. Погрешность измерения 0.1 кг. Автоматическое отключение. Перенастройка единицы измерения: kg (кг)/lb (фунты)/st (стоуны). Размеры (ШхВxД): 33x2.0x32 см.</p>";116-210.jpg;;;;
"Пять уровней вложенности/Второй уровень вложенности/Третий уровень вложенности/Четвёртый уровень вложенности/Пятый уровень вложенности";"Напольные весы Beurer BG55";271.05;2;napolnye-vesy-beurer-bg55;1;0;;;;1479825727;10;"Напольные весы Beurer BG55";;;"<p>Индикация с указанием содержания: жира, воды, мышечной и костной массы тела.</p>";"<p>Индикация с указанием содержания: жира, воды, мышечной и костной массы тела. Атлетический режим. Литиевая батарея в комплекте. Технология Tap-on. Платформа из безопасного прочного стекла.</p>";"115-208.jpg, 115-209.jpg";;;;
Большая;"Факсимильный аппарат Sharp UX-73";477.10;2;faksimilnyj-apparat-sharp-ux-73;1;0;;;;1413789977;10;"Факсимильный аппарат Sharp UX-73";;;"<p>Простой и удобный в эксплуатации факсимильный аппарат с памятью, достаточной для хранения 17 страниц.</p>";"<p>Простой и удобный в эксплуатации факсимильный аппарат с памятью, достаточной для хранения 17 страниц. Факс, копир и телефон, собранные вместе в компактном корпусе. Печать на термобумаге. Скорость модема - до 9,6 Кбит/с. Автоподатчик на 10 листов. Автоматический набор 40 номеров. Автоматическая обрезка бумаги.</p>";90-155.jpg;;;;
Большая;"Проводной телефон PANASONIC KX-TS2365RUB";109.20;2;provodnoj-telefon-panasonic-kx-ts2365rub;1;0;;;;172720;10;"Проводной телефон PANASONIC KX-TS2365RUB";;;"<p>Проводной телефон PANASONIC оснащен ЖК-дисплеем с часами, функцией громкая связь, портом для дополнительного оборудования, разъемом для гарнитуры. Однокнопочный набор на 20 номеров и ускоренный набор на 10 номеров экономят время.</p>";"<p>Проводной телефон PANASONIC оснащен ЖК-дисплеем с часами, функцией громкая связь, портом для дополнительного оборудования, разъемом для гарнитуры. Однокнопочный набор на 20 номеров и ускоренный набор на 10 номеров экономят время. Есть кнопка пауза, ограничение и блокировка вызова, возможность регулировать громкость звонка и динамика, мелодия в режиме удержания соединения, выключение микрофона. Возможна установка на стене. Цвет модели - черный.</p>";87-152.jpg;;;;
Большая;"IP-телефон D-link DPH-400S";269.75;2;ip-telefon-d-link-dph-400s;1;0;;;;1419291432;9;"IP-телефон D-link DPH-400S";;;"<p>Телефонный аппарат позволяет совершать звонки, используя сеть Интернет или корпоративную сеть вместо традиционной телефонной сети общего пользования.</p>";"<p>Телефонный аппарат позволяет совершать звонки, используя сеть Интернет или корпоративную сеть вместо традиционной телефонной сети общего пользования. При этом голос преобразуется в IP-пакеты и передается по сети. Голос и данные могут одновременно передаваться по одному и тому же каналу связи. Телефон снабжен дополнительным разъемом RJ-45 для подключения к порту Ethernet компьютера или локальной сети (через коммутатор или концентратор Fast Ethernet). Это позволяет разговаривать по IP-телефону во время просмотра Web-страниц, отправки почтовых сообщений и выполнения других сетевых задач. Также DPH-400S можно использовать в локальных сетях с поддержкой Ethernet и протокола IP.</p>";83-147.jpg;;;;
Большая;"Проводной телефон LG GS-475 RUS WA";76.70;2;provodnoj-telefon-lg-gs-475-rus-wa;1;0;;;;2101531839;10;"Проводной телефон LG GS-475 RUS WA";;;"<p>Тоновый / импульсный набор.Память на 3 номера. Функции: регулировка уровня громкости мелодии звонка; сброс набора или соединения (клавиша FLASH); пауза во время разговора (клавиша PAUSE); повторный набор номера (клавиша REDIAL).</p>";"<p>Тоновый / импульсный набор.Память на 3 номера. Функции: регулировка уровня громкости мелодии звонка; сброс набора или соединения (клавиша FLASH); пауза во время разговора (клавиша PAUSE); повторный набор номера (клавиша REDIAL).</p>";88-153.jpg;;;;
Большая;"Блок расширения для AriaSOHO LG-Nortel AR-EKSU";781.95;2;blok-rasshireniya-dlya-ariasoho-lg-nortel-ar-eksu;1;0;;;;1844349545;10;"Блок расширения для AriaSOHO LG-Nortel AR-EKSU";;;"<p>Блок расширения для ARIA SOHO, подключается внешней шиной к базовому блоку. В блоке расширения есть - 3 внешние линии; 8 внутренних гибридных абонентов (или аналоговых или цифровых); 1 слот для установки дополнительной платы расширения; 1 аварийный датчик; 1 реле общего назначения; 1 схема аварийного переключение при пропадании питания.</p>";"<p>Блок расширения для ARIA SOHO, подключается внешней шиной к базовому блоку. В блоке расширения есть - 3 внешние линии; 8 внутренних гибридных абонентов (или аналоговых или цифровых); 1 слот для установки дополнительной платы расширения; 1 аварийный датчик; 1 реле общего назначения; 1 схема аварийного переключение при пропадании питания.</p>";"78-138.jpg, 78-139.jpg, 78-140.jpg";;;;
Большая;"Bluetooth гарнитура Nokia BH-903";293.80;2;bluetooth-garnitura-nokia-bh-903;1;0;;;;1593370102;10;"Bluetooth гарнитура Nokia BH-903";;;"<p>Привлекательный дизайн, оснащена дисплеем, который позволяет контролировать музыку.</p>";"<p>Привлекательный дизайн, оснащена дисплеем, который позволяет контролировать музыку. С беспроводной гарнитурой Вы можете: получить отличное качество звука благодаря цифровой обработке сигнала; наслаждаться встроенным FM-радио; управлять музыкой благодаря медиа-клавишам; автоматически переключаться между музыкой и вызовами; слушать музыку или радио и разговаривать до 9 часов после 20 минут зарядки; управлять вызовами; совершать вызовы с гарнитуры через быстрый набор номера на вашем мобильном устройстве.</p>";74-134.jpg;;;;
Большая;"Ленточная шлифовальная машина Dewalt DW432";780.65;2;lentochnaya-shlifovalnaya-mashina-dewalt-dw432;1;0;;;;1180941093;10;"Ленточная шлифовальная машина Dewalt DW432";;;"<p>Мощный 800 Вт электродвигатель обеспечивает высокую эффективность шлифования разных материалов.</p>";"<p>Мощный 800 Вт электродвигатель обеспечивает высокую эффективность шлифования разных материалов. Конструкция подошвы из трех роликов обеспечивает лучший контакт шлифленты с обрабатываемой поверхностью. Эффективная система пылеудаления со встроенным пылесборником и возможностью подключения внешнего пылесоса. Две рукоятки для лучшего баланса и контроля.</p>";70-124.jpg;;;;
Большая;"Скобозабиватель Metabo Ta E 2019";630.50;2;skobozabivatel-metabo-ta-e-2019;1;0;;;;829457920;10;"Скобозабиватель Metabo Ta E 2019";;;"<p>Модель для работы со скобами, гвоздями, профильными захватами Metabo.</p>";"<p>Модель для работы со скобами, гвоздями, профильными захватами Metabo. Подходит также для работы со скобами из плоской проволоки. Энергия удара может плавно регулироваться электронным образом. Возможность дополнительного добивания (для скоб и гвоздей). Выступ с выемкой для точного позиционирования. Защита от случайного срабатывания удара.</p>";66-117.jpg;;;;
Большая;"Пневмогайковерт Force 82565";1734.85;2;pnevmogajkovert-force-82565;1;0;;;;1751310486;10;"Пневмогайковерт Force 82565";;;"<p>Скорость вращения 6000 об/мин, максимальное усилие 1800 Нм, вес 4.4 кг.</p>";"<p>Скорость вращения 6000 об/мин, максимальное усилие 1800 Нм, вес 4.4 кг.</p>";64-115.jpg;;;;
Большая;"Миксер электрический Graphite 58G782";380.25;2;mikser-elektricheskij-graphite-58g782;1;0;;;;603047154;10;"Миксер электрический Graphite 58G782";;;"<p>Миксер электрический в чемоданчике с мешалкой.</p>";"<p>Миксер электрический в чемоданчике с мешалкой. Мощность 1200 Вт. Патрон M14. Скорость I: 0-580, II: 0-760 об/мин.</p>";56-108.jpg;;;;
Большая;"Бензобур Pacme EL-ED1700";564.85;2;benzobur-pacme-el-ed1700;1;0;;;;1020478280;10;"Бензобур Pacme EL-ED1700";;;"<p>Бензобур мощностью 1.7 кВт. Диаметр бура 150 мм. Возможность установки буров диаметром: 100, 200, 250 мм.</p>";"<p>Бензобур мощностью 1.7 кВт. Диаметр бура 150 мм. Возможность установки буров диаметром: 100, 200, 250 мм.</p>";51-103.jpg;;;;
Большая;"Каминный набор №859 кованый (Аксессуары для каминов)";98.80;2;kaminnyj-nabor-859-kovanyj-aksessuary-dlya-kaminov;1;0;;;;1092064106;10;"Каминный набор №859 кованый (Аксессуары для каминов)";;;"<p>Размер см: 24х28х64 (Ш х Д х В)</p>";"<p>Размер см: 24х28х64 (Ш х Д х В)</p><p>Цвет: Старое золото</p><p>Пр-во: Польша</p>";50-102.jpg;;;;
Большая;"Сейф взломостойкий Valberg ASK-46";1084.20;2;sejf-vzlomostojkij-valberg-ask-46;1;0;;;;1175289084;10;"Сейф взломостойкий Valberg ASK-46";;;"<p>Сейф предназначен для хранения ценных вещей, в том числе и достаточно крупных денежных сумм, как дома, так и в офисе.</p>";"<p>Сейф предназначен для хранения ценных вещей, в том числе и достаточно крупных денежных сумм, как дома, так и в офисе. Сертификация по I классу защиты от взлома. Корпус сейфа имеет трехслойную конструкцию: внешняя стенка, бетон, внутренняя стенка. Стенки сейфа выполнены из стального листа толщиной от 1 до 3 мм. Ключевой 8-сувальдный замок Mauer (Германия). Замок защищен от высверливания специальной твердосплавной пластиной. Сейф оснащен 3-сторонней ригельной системой запирания с тремя никелированными вращающимися ригелями, диаметром 25 мм и одним пассивным ригелем.</p>";45-96.jpg;;;;
Большая;"Ортопедический матрас Барро Элит 501 160 x 200";501.15;2;ortopedicheskij-matras-barro-elit-501-160-x-200;1;0;;;;957602064;10;"Ортопедический матрас Барро Элит 501 160 x 200";;;"<p>Ортопедический классический матрас на основе пружинного блока TFK. Симметричный матрас с традиционной компоновкой пенополиуретана с двух сторон и холстопрошивного ватина. А так же иглопробивным натуральным полотном и по периметру - 40мм пенополиуретаном. Съемный чехол матраса (стеганый жакард).</p>";"<p>Ортопедический классический матрас на основе пружинного блока TFK. Симметричный матрас с традиционной компоновкой пенополиуретана с двух сторон и холстопрошивного ватина. А так же иглопробивным натуральным полотном и по периметру - 40мм пенополиуретаном. Съемный чехол матраса (стеганый жакард).</p>";44-95.jpg;;;;
Большая;"Манеж BERTONI ARENA 2+ уровня";261.95;2;manezh-bertoni-arena-2-urovnya;1;0;;;;1414824595;10;"Манеж BERTONI ARENA 2+ уровня";;;"<p>2 уровня: для сна и игры. Собирается до компактного размера. Легко переносить. Игрушка для ребёнка. Размеры: 120x60x77 см. Варианты цветовой гаммы: blue-orange, blue-yellow, green-orange.</p>";"<p>2 уровня: для сна и игры. Собирается до компактного размера. Легко переносить. Игрушка для ребёнка. Размеры: 120x60x77 см. Варианты цветовой гаммы: blue-orange, blue-yellow, green-orange.</p>";"30-70.jpg, 30-71.jpg, 30-72.jpg";;;;
Большая;"Кровать BERTONI CLASSIC";390.65;2;krovat-bertoni-classic;1;0;;;;1490091800;10;"Кровать BERTONI CLASSIC";;;"<p>Внутренний размер кроватки: 120х60 см. Выдвижной ящик. Специальные фиксаторы качания. Варианты цветовой гаммы: голубая и розовая.</p>";"<p>Внутренний размер кроватки: 120х60 см. Выдвижной ящик. Специальные фиксаторы качания. Варианты цветовой гаммы: голубая и розовая.</p>";"28-65.jpg, 28-66.jpg";;;;
Большая;"Пеленальный столик Baby Prestige Simplicity";198.90;2;pelenalnyj-stolik-baby-prestige-simplicity;1;0;;;;227433105;10;"Пеленальный столик Baby Prestige Simplicity";;;"<p>Пеленальный столик очень устойчив благодаря широкой основе. Ванночка анатомической формы с дренажной трубкой для слива воды. Имеется полочка для хранения банных принадлежностей. Занимает мало места. Высота - 98 см. Длина - 75 см. Ширина - 58 см.</p>";"<p>Пеленальный столик очень устойчив благодаря широкой основе. Ванночка анатомической формы с дренажной трубкой для слива воды. Имеется полочка для хранения банных принадлежностей. Занимает мало места. Высота - 98 см. Длина - 75 см. Ширина - 58 см.</p>";31-73.jpg;;;;
Большая;"BABYONO 238 Набор посуды для кормления";34.45;2;babyono-238-nabor-posudy-dlya-kormleniya;1;0;;;;1421331144;10;"BABYONO 238 Набор посуды для кормления";;;"<p>Тарелочка с подогревом, диаметр 17,5 см</p><p>Обеденные наборы BabyOno это все, что необходимо для Твоего ребёнка во время еды</p><p>Набор предназначен для детей от 1-го года, однако если заметите, что Ваш ребёнок захочет раньше начать есть самостоятельно, то ничто не мешает, ему делать это ещё до года.</p>";"<p>Тарелочка с подогревом, диаметр 17,5 см</p><p>Обеденные наборы BabyOno это все, что необходимо для Твоего ребёнка во время еды</p><p>Набор предназначен для детей от 1-го года, однако если заметите, что Ваш ребёнок захочет раньше начать есть самостоятельно, то ничто не мешает, ему делать это ещё до года.</p><p>В набор входит</p><p>* тарелка с подогревом и присоской</p><p>* кружка-непроливайка</p><p>* столовые приборы</p><p>Производство: BabyOno, Польша</p>";34-79.jpg;;;;
Большая;"Детское автокресло Bebe Confort Iseos Safe Side TT";651.95;2;detskoe-avtokreslo-bebe-confort-iseos-safe-side-tt;1;0;;;;950517247;10;"Детское автокресло Bebe Confort Iseos Safe Side TT";;;"<p>Автокресло рекомендуется для детей от 9 кг (1-4 года). Оснащено системой дополнительного натяжения ремней, которыми кресло крепится к сиденью автомобиля, что упрощает и ускоряет его правильную установку.</p>";"<p>Автокресло рекомендуется для детей от 9 кг (1-4 года). Оснащено системой дополнительного натяжения ремней, которыми кресло крепится к сиденью автомобиля, что упрощает и ускоряет его правильную установку. Установка в автомобиле: по ходу движения с помощью штатного 3-точечного ремня безопасности. В кресле используется двойная система Modulo Safe, позволяющая плавно изменять ширину (от 40 до 55 см) и наклон кресла, внутренние 5-точечные ремни безопасности регулируются по росту ребенка. Прочный корпус на широкой платформе разработан с учетом геометрии салонов современных автомобилей. Усиленная боковая защита Safe Side. Защитные накладки на ремнях двух размеров, в зависимости от возраста ребенка. Система Легкая посадка, фиксирующая внутренние ремни по сторонам, на боковинах и не мешающие посадке ребенка. Высококачественное, мягкое, дышащее покрытие (снимается и стирается). Система Total Tension обеспечивает правильную установку с меньшими усилиями. Вес автокресла: 9 кг.</p>";"21-42.jpg, 21-43.jpg, 21-44.jpg, 21-45.jpg";;;;
Большая;"Хлебопечка Tefal Dual Home Baker OW4002";390.65;2;hlebopechka-tefal-dual-home-baker-ow4002;1;0;;;;318569930;10;"Хлебопечка Tefal Dual Home Baker OW4002";;;"<p>Мощность 680 Вт. Запрограммированный старт через 15 часов. Запас памяти на 7 минут при сбое электропитания. Антипригарное покрытие бака. 13 программ приготовления. 3 варианта веса хлеба (750 г, 1 кг и 1,2 кг). 3 цвета корочки.</p>";"<p>Мощность 680 Вт. Запрограммированный старт через 15 часов. Запас памяти на 7 минут при сбое электропитания. Антипригарное покрытие бака. 13 программ приготовления. 3 варианта веса хлеба (750 г, 1 кг и 1,2 кг). 3 цвета корочки.</p>";18-37.jpg;;;;
Большая;"Мясорубка AEG FW 5549";315.25;2;myasorubka-aeg-fw-5549;1;0;;;;1963221;10;"Мясорубка AEG FW 5549";;;"<p>Технические характеристикиМощность 400 ВтСистема реверса естьНасадкиПерфорированный диск для фарша есть</p>";"<p>Технические характеристикиМощность 400 ВтСистема реверса естьНасадкиПерфорированный диск для фарша есть, 3 в комплектеНасадка-терка нетНасадка для шинковки нетНасадка для приготовления колбас естьПрочие насадки для кеббе, для нарезки печеньяОсобенностиМатериал лотка металлМатериал корпуса металлПрорезиненные ножки естьОтсек для хранения шнура естьДополнительная информация максимальная мощность 1000 Вт</p>";12-25.jpg;;;;
Большая;"Чаеварка-чайник BOSCH TTA 2009";174.85;2;chaevarka-chajnik-bosch-tta-2009;1;0;;;;2021101469;10;"Чаеварка-чайник BOSCH TTA 2009";;;"<p>Цвет: бежевый/серый, серебристый</p><p>Мощность: 1785 Вт макс.</p><p>Объем заварника: 0,7 л</p><p>Объем чайника: 2,0 л</p>";"<p>Цвет: бежевый/серый, серебристый</p><p>Мощность: 1785 Вт макс.</p><p>Объем заварника: 0,7 л</p><p>Объем чайника: 2,0 л</p><p>Чайник из полупрозрачного пластика со шкалой уровня воды</p><p>Стеклянный заварник с крышкой</p><p>Ситечко для заварки из нержавеющей стали</p><p>Круговой светоиндикатор «Улыбка»</p><p>Крышка для чайника в комплекте</p><p>Скрытый нагревательный элемент, дно из нержавеющей стали</p><p>Автоматическое переключение на режим подогрева</p><p>Цоколь с центральным контактом позволяет устанавливать чайник в любом положении</p><p>Клавиша переключения режимов кипячения и нагрева</p><p>Клавиша «включения/отключения» прибора</p><p>Намотка кабеля в цоколе</p>";"11-23.jpg, 11-24.jpg";;;;
Большая;"Универсальная соковыжималка Philips HR186630";391.95;2;universalnaya-sokovyzhimalka-philips-hr186630;1;0;;;;136098675;10;"Универсальная соковыжималка Philips HR186630";;;"<p>Тип универсальная</p><p>Мощность 800 Вт</p><p>Резервуар для сока стакан, объем 1.25 л</p><p>Система прямой подачи сока есть</p><p>Система капля-стоп есть</p><p>Сбор мякоти автоматический выброс мякоти, объем резервуара 2 л</p><p>Сепаратор для пены есть</p><p>Защитные функции защита от случайного включения</p>";"<p>Тип универсальная</p><p>Мощность 800 Вт</p><p>Резервуар для сока стакан, объем 1.25 л</p><p>Система прямой подачи сока есть</p><p>Система капля-стоп есть</p><p>Сбор мякоти автоматический выброс мякоти, объем резервуара 2 л</p><p>Сепаратор для пены есть</p><p>Защитные функции защита от случайного включения</p><p>Технические характеристики</p><p>Тип универсальная</p><p>Мощность 800 Вт</p><p>Резервуар для сока стакан, объем 1.25 л</p><p>Система прямой подачи сока есть</p><p>Система капля-стоп есть</p><p>Сбор мякоти автоматический выброс мякоти, объем резервуара 2 л</p><p>Сепаратор для пены есть</p><p>Защитные функции защита от случайного включения</p><p>Особенности</p><p>Материал корпуса алюминий</p><p>Материал сетки центрифуги нерж. сталь</p><p>Круглая горловина есть</p><p>Размер горловины 74 мм</p><p>Комплектация щеточка для чистки</p><p>Прорезиненные ножки есть</p><p>Отсек для сетевого шнура длина 1.2 м</p><p>Управление</p><p>Количество скоростей 2</p>";"7-14.jpg, 7-15.jpg, 7-16.jpg, 7-17.jpg";;;;
Большая;"Миксер Philips HR1565";196.95;2;mikser-philips-hr1565;1;0;;;;1672810800;10;"Миксер Philips HR1565";;;"<p>Легкое приготовление домашних дессертов Миксер с поворачивающейся чашей Приготовление изысканных домашних тортов, пирогов и выпечки для всей семьи еще никогда не было настолько простым. Этот 350 Вт миксер Philips с подставкой и чашей сделает за вас всю трудную работу, за минуты приготовив идеальные смеси. Ваш верный и надежный помощник на кухне.</p>";"<p>Легкое приготовление домашних дессертов Миксер с поворачивающейся чашей Приготовление изысканных домашних тортов, пирогов и выпечки для всей семьи еще никогда не было настолько простым. Этот 350 Вт миксер Philips с подставкой и чашей сделает за вас всю трудную работу, за минуты приготовив идеальные смеси. Ваш верный и надежный помощник на кухне.</p><p>Свободные руки при смешивании Вращающаяся чаша емкостью 3 л Подставка миксера</p><p>Идеальное тесто и десерты за несколько минут Мощный (350 Ватт) мотор Различные скоростные режимы и турборежим</p><p>Идеально взбивает и смешивает Насадки для взбивания и для теста в комплекте</p><p>Быстрая и простая чистка Удобная лопаточка</p><p>Удобство хранения Зажим для шнура</p><p>Общие характеристики Режимы скоростей: 3 Кнопка включения турборежима Зажим для шнура</p><p>Технические характеристики Мощность: 350 Вт Напряжение: 230-240 В Частота: 50/60 Гц Длина шнура: 1,50 м</p><p>Характеристики дизайна Материал, из которого изготовлен корпус: ABS Материал насадок для взбивания/для теста: Из нержавеющей стали</p><p>Принадлежности Насадки для взбивания Насадки для теста</p><p>Дата выпуска 2008-05-21</p>";5-12.jpg;;;;
Большая;"Коммуникатор ASUS MyPal A639";53148.55;2;kommunikator-asus-mypal-a639;1;0;;;26999.00;1542096497;9;"Коммуникатор ASUS MyPal A639";;;"<p>Операционная система Windows Mobile 5.0 for Pocket PC. Процессор Intel XScale PXA270 416 МГц. Оперативная память 64 Мб, Flash-память ROM 1 Гб. Интерфейсы: SD/MMC с поддержкой SDIO, IrDA, Bluetooth 2.0+EDR, Wi-Fi (IEEE802.11b/g), USB 1.1 клиент (синхронизация, заряд, кард-ридер).</p>";"<p>Операционная система Windows Mobile 5.0 for Pocket PC. Процессор Intel XScale PXA270 416 МГц. Оперативная память 64 Мб, Flash-память ROM 1 Гб. Интерфейсы: SD/MMC с поддержкой SDIO, IrDA, Bluetooth 2.0+EDR, Wi-Fi (IEEE802.11b/g), USB 1.1 клиент (синхронизация, заряд, кард-ридер). Встроенный GPS-приемник SiRF Star III, внешняя поворотная антенна, разъем для подключения дополнительной антенны. Экран 3.5” c разрешением 240х320 точек, 64 тысячи цветов.</p>";"91-156.jpg, 91-157.jpg, 91-158.jpg, 91-159.jpg, 91-160.jpg";;;;
Большая;"Факсимильный аппарат Panasonic KX-FC258RU";91573.95;2;faksimilnyj-apparat-panasonic-kx-fc258ru;1;0;;;45000.00;1667014103;9;"Факсимильный аппарат Panasonic KX-FC258RU";;;"<p>Двухстрочный дисплей. Беспроводная DECT трубка с цветным дисплеем. Печать по принципу термопереноса.</p>";"<p>Двухстрочный дисплей. Беспроводная DECT трубка с цветным дисплеем. Печать по принципу термопереноса. Цифровой дуплексный спикерфон. Цифровой автоответчик. Время записи - 15 минут. Скорость модема - до 9,6 Кбит/с. Кнопка навигации. Автоподатчик на 10 листов. Лоток на 20 листов. Отложенная передача. Прием при отсутствии бумаги (до 28 страниц). Набор 100 номеров из памяти. Функция копирования с возможностью масштабирования.</p>";89-154.jpg;;;;
Большая;"Радиотелефон Dect Panasonic KX-TCD815";69593.55;2;radiotelefon-dect-panasonic-kx-tcd815;1;0;;;34999.00;2109182114;9;"Радиотелефон Dect Panasonic KX-TCD815";;;"<p>Радиотелефон стандарта DECT/GAP. Загрузка картинок и мелодий с ПК или мобильного телефона (встроенный ИК-порт, в комплекте кабель USB).</p>";"<p>Радиотелефон стандарта DECT/GAP. Загрузка картинок и мелодий с ПК или мобильного телефона (встроенный ИК-порт, в комплекте кабель USB). Автоматический определитель номера: АОН, Caller ID (журнал на 50 вызовов). Проговаривание голосом номера. Большой графический цветной дисплей - 65000 цветов. 6 обычных + 14 полифонических мелодий звонка. Загрузка мелодий с любого аудио-устройства через кабель. Меню и телефонный справочник на русском языке (200 номеров). Возможность присваивания до 3-х номеров телефонов и картинки для одной записи. Редактирование записей с помощью ПК. Функция Нянька. Спикерфон (громкая связь) на трубке. Дата, часы, будильник. Повторный набор последних 5-ти набранных номеров. Подключение гарнитуры. Ночной режим. Кнопка Flash для переадресация на мини-АТС. Подключение до 6-ти трубок на одну базу. Подключение одной трубки на 4 базы. Конференц-связь. Внутренняя связь между трубками. Переадресация внешнего звонка между трубками. Подключение к видеодомофонной системе.</p>";"82-145.jpg, 82-146.jpg";;;;
Большая;"Компрессор Remeza СБ4С270.АВ670";54509.00;2;kompressor-remeza-sb4s270av670;1;0;;;26000.00;807438575;9;"Компрессор Remeza СБ4С270.АВ670";;;"<p>Используется в бытовых целях и промышленных условиях как источник сжатого воздуха для пневмоинструмента, окрасочных работ, автосервиса и т. д.</p>";"<p>Используется в бытовых целях и промышленных условиях как источник сжатого воздуха для пневмоинструмента, окрасочных работ, автосервиса и т. д.</p>";57-109.jpg;;;;
Большая;"Гайковерт Bosch GDS 12 V";29076.45;2;gajkovert-bosch-gds-12-v;1;0;;;16499.00;945153030;10;"Гайковерт Bosch GDS 12 V";;;"<p>Аккумуляторный ударный гайковерт, высокий крутящий момент и сила удара</p>";"<p>Аккумуляторный ударный гайковерт, высокий крутящий момент и сила удара, компактная и эргономичная форма, встроенная подсветка с 3 светодиодами для освещения рабочей зоны, металлический корпус редуктора для высочайшей точности и долгого срока службы, 2 аккумулятора NiMH емкостью 2,6 Ач, зажим для переноски на ремне, петля на руку, реверс, безопасная работа без обратного удара, управляющая электроника, рукоятка с мягкой накладкой.</p>";55-107.jpg;;;;
Большая;"Мотобур STIHL BT 360";25350.00;2;motobur-stihl-bt-360;1;0;;;13478.00;490371367;10;"Мотобур STIHL BT 360";;;"<p>Мощный мотобур, обслуживаемый двумя рабочими, мощностью 3 кВт, со складной рамой для переноски. Предназначается для выполнения разнообразных задач от бурения простых скважин в земле, до взятия образцов почвы.</p>";"<p>Мощный мотобур, обслуживаемый двумя рабочими, мощностью 3 кВт, со складной рамой для переноски. Предназначается для выполнения разнообразных задач от бурения простых скважин в земле, до взятия образцов почвы.</p>";52-104.jpg;;;;
Большая;"Стульчик для кормления Cam Smarty S332-C27";24212.50;2;stulchik-dlya-kormleniya-cam-smarty-s332-c27;1;0;;;15888.00;1920692345;10;"Стульчик для кормления Cam Smarty S332-C27";;;"<p>Универсальный стульчик для детей от 6 до 48 месяцев. Крепится к сиденью или спинке обычного стула при помощи ремней. Регулируется по высоте от 0 до 18 см. Съемный столик. Легко транспортируется. Моется при помощи губки. Пятиточечные ремни безопасности.</p>";"<p>Универсальный стульчик для детей от 6 до 48 месяцев. Крепится к сиденью или спинке обычного стула при помощи ремней. Регулируется по высоте от 0 до 18 см. Съемный столик. Легко транспортируется. Моется при помощи губки. Пятиточечные ремни безопасности.</p>";38-86.jpg;;;;
Большая;"Автокресло Maxi-Cosi Priori SPS";78469.95;2;avtokreslo-maxi-cosi-priori-sps;1;0;;;39999.00;1700607309;10;"Автокресло Maxi-Cosi Priori SPS";;;"<p>Модель детского автокресла первой возрастной группы. Оно разработано для малышей, только начинающих ходить, и дошкольников (возраст от 9 месяцев до 4-х лет, вес 9-18 кг).</p>";"<p>Модель детского автокресла первой возрастной группы. Оно разработано для малышей, только начинающих ходить, и дошкольников (возраст от 9 месяцев до 4-х лет, вес 9-18 кг). Автокресло Priori легко устанавливается и закрепляется ремнями безопасности с креплением в 2-х или 3-х точках на любом пассажирском месте во всех типах автомобилей. Съемные чехлы можно стирать. Цвета: Bjorn, Enzo, Indigo, Prado, Solar, Stratos, Florian, Horizon, Roseline.</p>";22-46.jpg;;;;
Большая;"Коляска Hauck Condor";52676.00;2;kolyaska-hauck-condor;1;0;;;27499.00;1827331686;10;"Коляска Hauck Condor";;;"<p>Прогулочная коляска. Регулируемый наклон спинки. Регулируемая подножка. Солнцезащитный козырек со смотровым окошком.</p>";"<p>Прогулочная коляска. Регулируемый наклон спинки. Регулируемая подножка. Солнцезащитный козырек со смотровым окошком. Пятиточечный ремень безопасности. Съемный поручень. Тканевые части коляски можно стирать. Дождевик. Вес 10 кг.</p>";"25-56.jpg, 25-57.jpg";;;;
Большая;"Директорское кресло VIP класса Status Extra";67600.00;2;direktorskoe-kreslo-vip-klassa-status-extra;1;0;;;36999.00;441212364;10;"Директорское кресло VIP класса Status Extra";;;"<p>Директорское кресло VIP класса Status Extra для руководителя,дома и офиса. СТАТУС дерево натуральная кожа 100% люкс LE-16/K цвет бренди Кожаное кресло VIP класса для руководителя,дома и офиса.</p>";"<p>Директорское кресло VIP класса Status Extra для руководителя,дома и офиса. СТАТУС дерево натуральная кожа 100% люкс LE-16/K цвет бренди Кожаное кресло VIP класса для руководителя,дома и офиса. Широкое мягкое сиденье и высокая спинка с механизмом трансформации. Удобные мягкие кожаные подлокотники . Элегантная металическая крестовина с деревянными накладками,точенный из масива чехол пневмо-целиндра. Кресло комплектуется механизмом ТРАНСФОРМАЦИИ который обеспечивает разложение кресла практически в горизонтальное положение. Обивка кресла натуральная кожа высшего качества LUX 100%. выделки Extra - мягкая и эластичная.</p>";"48-99.jpg, 48-100.jpg";;;;
